出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/01/03","113","3","1530","亞崴","3621594.00","2413016.00","6034610.00","2329980.00","305444.00","2635424.00","965942.00","--","95516.00","2244581.00","513.00","--","3306552.00","--","--","92634.00","3399186.00","0.00","0.00","0.00","34.23"
"114/01/03","113","3","1531","高林股","3051102.00","1262442.00","4313544.00","392073.00","263788.00","655861.00","1821081.00","--","199146.00","1728977.00","-91521.00","0.00","3657683.00","--","--","--","3657683.00","0.00","0.00","0.00","20.09"
"114/01/03","113","3","1532","勤美","33918228.00","19319151.00","53237379.00","24256608.00","9684957.00","33941565.00","4039121.00","--","2129301.00","8844523.00","229122.00","--","15242067.00","--","--","4053747.00","19295814.00","0.00","0.00","0.00","37.74"
"114/01/03","113","3","1533","車王電","4850969.00","3480272.00","8331241.00","3766443.00","2025330.00","5791773.00","985475.00","--","362659.00","1030577.00","-222423.00","--","2156288.00","--","--","383180.00","2539468.00","0.00","0.00","0.00","21.88"
"114/01/03","113","3","1535","中宇","3972694.00","2844080.00","6816774.00","2922745.00","287798.00","3210543.00","1237426.00","--","628629.00","1795228.00","-55052.00","--","3606231.00","--","--","--","3606231.00","--","0.00","0.00","29.14"
"114/01/03","113","3","1536","和大","7105789.00","15176645.00","22282434.00","6129328.00","7391129.00","13520457.00","2795175.00","--","3908804.00","1975362.00","-41571.00","--","8637770.00","--","--","124207.00","8761977.00","--","0.00","0.00","30.90"
"114/01/03","113","3","1537","廣隆","4871311.00","1029139.00","5900450.00","1070549.00","416910.00","1487459.00","820628.00","--","701478.00","2747796.00","143089.00","--","4412991.00","--","--","--","4412991.00","0.00","0.00","0.00","53.78"
"114/01/03","113","3","1538","正峰","210334.00","65376.00","275710.00","83940.00","3631.00","87571.00","538390.00","--","66.00","-306912.00","-43405.00","--","188139.00","--","--","--","188139.00","0.00","0.00","0.00","3.49"
"114/01/03","113","3","1539","巨庭","1128149.00","1168193.00","2296342.00","403948.00","279039.00","682987.00","653700.00","--","0.00","956584.00","3071.00","--","1613355.00","--","--","0.00","1613355.00","0.00","0.00","0.00","24.68"
"114/01/03","113","3","1540","喬福","1446796.00","336328.00","1783124.00","293033.00","13015.00","306048.00","854736.00","--","154252.00","468088.00","--","--","--","--","--","--","1477076.00","0.00","0.00","0.00","17.28"
"114/01/03","113","3","1541","錩泰","1852347.00","1336723.00","3189070.00","740318.00","486350.00","1226668.00","788000.00","--","1364.00","1165293.00","7745.00","--","1962402.00","--","--","--","1962402.00","0.00","0.00","0.00","24.90"
"114/01/03","113","3","1558","伸興","6269836.00","6693902.00","12963738.00","2859235.00","1216717.00","4075952.00","665356.00","--","1890261.00","3128792.00","-202774.00","--","5481635.00","--","--","3406151.00","8887786.00","--","0.00","0.00","82.39"
"114/01/03","113","3","1560","中砂","4940599.00","5666347.00","10606946.00","1292005.00","2125038.00","3417043.00","1458061.00","--","1590108.00","3767416.00","21731.00","--","6837316.00","--","--","352587.00","7189903.00","--","0.00","0.00","46.89"
"114/01/03","113","3","1563","巧新","8784848.00","8352164.00","17137012.00","2788381.00","4592947.00","7381328.00","2377841.00","--","2559542.00","4825107.00","-6806.00","0.00","9755684.00","--","--","--","9755684.00","0.00","0.00","0.00","41.03"
"114/01/03","113","3","1568","倉佑","1141542.00","1177192.00","2318734.00","362948.00","89531.00","452479.00","1030865.00","--","150532.00","659089.00","30.00","-11780.00","1828736.00","--","--","37519.00","1866255.00","0.00","0.00","740000.00","17.87"
"114/01/03","113","3","1582","信錦","9652878.00","3290867.00","12943745.00","4506080.00","656792.00","5162872.00","1442686.00","--","3371549.00","2962046.00","-340212.00","--","7436069.00","--","--","344804.00","7780873.00","--","850764.00","0.00","51.54"
"114/01/03","113","3","1583","程泰","9272200.00","4859040.00","14131240.00","5518223.00","1259319.00","6777542.00","1104004.00","--","323676.00","4144549.00","110170.00","--","5682399.00","--","--","1671299.00","7353698.00","0.00","0.00","0.00","51.47"
"114/01/03","113","3","1587","吉茂","1923941.00","1469922.00","3393863.00","1680887.00","402132.00","2083019.00","720556.00","--","381731.00","260555.00","-51998.00","0.00","1310844.00","--","--","--","1310844.00","0.00","0.00","0.00","18.19"
"114/01/03","113","3","1589","永冠-KY","9146838.00","15717328.00","24864166.00","7376953.00","8879474.00","16256427.00","1181359.00","--","6490472.00","1662302.00","-962053.00","--","8372080.00","--","--","235659.00","8607739.00","--","0.00","0.00","70.87"
"114/01/03","113","3","1590","亞德客-KY","25523894.00","32532483.00","58056377.00","10931457.00","513163.00","11444620.00","2000000.00","--","14846145.00","29493282.00","265803.00","--","46605230.00","--","--","6527.00","46611757.00","--","0.00","0.00","233.03"
"114/01/03","113","3","1597","直得","2018536.00","2222934.00","4241470.00","737014.00","1142628.00","1879642.00","892619.00","--","446121.00","1176013.00","-5355.00","-147570.00","2361828.00","--","--","--","2361828.00","0.00","0.00","2000000.00","27.07"
"114/01/03","113","3","1598","岱宇","4514506.00","6212630.00","10727136.00","3655942.00","2413095.00","6069037.00","1671420.00","--","2683557.00","350105.00","-29906.00","-408690.00","4266486.00","--","--","391613.00","4658099.00","0.00","0.00","8963000.00","26.97"
"114/01/03","113","3","1603","華電","6480282.00","4627975.00","11108257.00","3354549.00","755720.00","4110269.00","1916880.00","--","606844.00","6257014.00","400394.00","-2244172.00","6936960.00","--","--","61028.00","6997988.00","--","0.00","32841809.00","43.67"
"114/01/03","113","3","1604","聲寶","3533664.00","12951605.00","16485269.00","3073884.00","4647193.00","7721077.00","3842000.00","--","293377.00","5183603.00","-190266.00","-777873.00","8350841.00","--","--","413351.00","8764192.00","--","0.00","20431605.00","22.96"
"114/01/03","113","3","1605","華新","78157012.00","184166572.00","262323584.00","53686092.00","58871610.00","112557702.00","40313329.00","--","33591146.00","59424473.00","6217823.00","--","139546771.00","--","--","10219111.00","149765882.00","--","0.00","0.00","34.62"
"114/01/03","113","3","1608","華榮","7455855.00","6476362.00","13932217.00","4040991.00","967093.00","5008084.00","6327735.00","--","353881.00","2036610.00","-5173.00","-968671.00","7744382.00","--","--","1179751.00","8924133.00","--","0.00","208563824.00","18.26"
"114/01/03","113","3","1609","大亞","24471060.00","31857665.00","56328725.00","19447362.00","18740561.00","38187923.00","7736571.00","0.00","2340671.00","5229441.00","380672.00","-8574.00","15678781.00","0.00","--","2462021.00","18140802.00","--","0.00","2084173.00","20.32"
"114/01/03","113","3","1611","中電","2188549.00","3198179.00","5386728.00","846545.00","173788.00","1020333.00","3227358.00","--","5852.00","1050188.00","82997.00","--","4366395.00","--","--","0.00","4366395.00","--","0.00","0.00","13.53"
"114/01/03","113","3","1612","宏泰","4771225.00","3794438.00","8565663.00","876551.00","160706.00","1037257.00","3160801.00","--","191704.00","4147477.00","26022.00","--","7526004.00","--","--","2402.00","7528406.00","--","0.00","0.00","23.81"
"114/01/03","113","3","1614","三洋電","2823497.00","4274149.00","7097646.00","1096270.00","463734.00","1560004.00","2691134.00","--","303968.00","2408539.00","220935.00","-132298.00","5492278.00","--","--","45364.00","5537642.00","0.00","0.00","10182744.00","21.21"
"114/01/03","113","3","1615","大山","3126509.00","2241261.00","5367770.00","1732246.00","201770.00","1934016.00","1872988.00","--","--","1445259.00","115507.00","--","3433754.00","--","--","--","3433754.00","--","0.00","0.00","18.33"
"114/01/03","113","3","1616","億泰","3292053.00","918555.00","4210608.00","2274505.00","26127.00","2300632.00","1941485.00","--","2480.00","104843.00","-53755.00","-85077.00","1909976.00","--","--","--","1909976.00","--","0.00","4654499.00","10.08"
"114/01/03","113","3","1617","榮星","2478835.00","1214845.00","3693680.00","1320996.00","75073.00","1396069.00","1694968.00","--","256987.00","406844.00","-74028.00","0.00","2284771.00","--","--","12840.00","2297611.00","0.00","0.00","0.00","13.48"
"114/01/03","113","3","1618","合機","3106205.00","4620304.00","7726509.00","1514403.00","57291.00","1571694.00","1926917.00","--","100026.00","2719368.00","1408504.00","--","6154815.00","--","--","--","6154815.00","--","0.00","0.00","31.94"
"114/01/03","113","3","1626","艾美特-KY","5465419.00","3122065.00","8587484.00","5248798.00","285581.00","5534379.00","1528217.00","--","1217656.00","546473.00","-194946.00","-44295.00","3053105.00","--","--","--","3053105.00","0.00","0.00","2720000.00","20.34"
"114/01/03","113","3","1702","南僑","16996058.00","16320044.00","33316102.00","8995047.00","9653561.00","18648608.00","2941330.00","--","4738433.00","4550933.00","-5307.00","-530114.00","11695275.00","--","--","2972219.00","14667494.00","--","0.00","46041259.00","47.14"
"114/01/03","113","3","1707","葡萄王","4592804.00","9813095.00","14405899.00","2657206.00","217374.00","2874580.00","1481374.00","--","2878597.00","5679525.00","-18879.00","0.00","10020617.00","--","--","1510702.00","11531319.00","--","0.00","0.00","67.64"
"114/01/03","113","3","1708","東鹼","4343597.00","9493806.00","13837403.00","3804387.00","3157778.00","6962165.00","2490017.00","--","59507.00","4278797.00","46917.00","--","6875238.00","--","--","--","6875238.00","0.00","0.00","0.00","27.61"
"114/01/03","113","3","1709","和益","5355085.00","8083437.00","13438522.00","2329533.00","1494755.00","3824288.00","4770163.00","--","76136.00","2756960.00","1744458.00","--","9347717.00","--","--","266517.00","9614234.00","--","0.00","0.00","19.60"
"114/01/03","113","3","1710","東聯","5241868.00","26873848.00","32115716.00","8571234.00","8990191.00","17561425.00","8857031.00","--","1091942.00","4109787.00","-1975835.00","-118460.00","11964465.00","--","--","2589826.00","14554291.00","--","0.00","8675554.00","13.64"
"114/01/03","113","3","1711","永光","6948163.00","6564327.00","13512490.00","3193334.00","1419115.00","4612449.00","5477522.00","--","475236.00","2469120.00","206590.00","--","8628468.00","--","--","271573.00","8900041.00","--","0.00","0.00","15.75"
"114/01/03","113","3","1712","興農","7892443.00","7398346.00","15290789.00","5326369.00","1734623.00","7060992.00","4204926.00","--","464606.00","3654246.00","-150867.00","--","8172911.00","--","--","56886.00","8229797.00","--","0.00","0.00","19.44"
"114/01/03","113","3","1713","國化","834918.00","2591019.00","3425937.00","73368.00","113983.00","187351.00","1509517.00","--","15868.00","1454499.00","258702.00","0.00","--","--","--","--","3238586.00","0.00","0.00","0.00","21.45"
"114/01/03","113","3","1714","和桐","14692046.00","9252109.00","23944155.00","3913515.00","3018166.00","6931681.00","10168248.00","--","78566.00","3189411.00","-696777.00","-78973.00","12660475.00","--","--","4351999.00","17012474.00","0.00","0.00","10141558.00","12.58"
"114/01/03","113","3","1717","長興","34780384.00","27868195.00","62648579.00","18852132.00","15758963.00","34611095.00","11782655.00","--","1088976.00","14098661.00","343360.00","--","27313652.00","--","--","723832.00","28037484.00","--","0.00","0.00","23.18"
"114/01/03","113","3","1720","生達","4888536.00","6274408.00","11162944.00","1685380.00","597177.00","2282557.00","1786961.00","--","299620.00","3484796.00","334651.00","--","5906028.00","--","--","2974359.00","8880387.00","0.00","0.00","0.00","33.05"
"114/01/03","113","3","1721","三晃","1801476.00","1739486.00","3540962.00","780017.00","788550.00","1568567.00","1848841.00","--","42255.00","74380.00","6919.00","--","1972395.00","--","--","--","1972395.00","--","0.00","0.00","10.67"
"114/01/03","113","3","1722","台肥","9440817.00","72329640.00","81770457.00","2890652.00","23884158.00","26774810.00","9800000.00","0.00","2245108.00","38731511.00","4219028.00","0.00","54995647.00","0.00","--","0.00","54995647.00","0.00","0.00","0.00","56.12"
"114/01/03","113","3","1723","中碳","3323155.00","7804770.00","11127925.00","1720741.00","1292266.00","3013007.00","2369044.00","--","973023.00","5065621.00","-175132.00","-117638.00","8114918.00","--","--","0.00","8114918.00","--","0.00","4753537.00","34.96"
"114/01/03","113","3","1725","元禎","6966381.00","1064552.00","8030933.00","2508653.00","75991.00","2584644.00","1818300.00","--","2287.00","1216295.00","2409407.00","0.00","5446289.00","--","--","0.00","5446289.00","--","0.00","0.00","29.95"
"114/01/03","113","3","1726","永記","7390250.00","3976709.00","11366959.00","1248924.00","126895.00","1375819.00","1620000.00","--","109430.00","8354065.00","-92355.00","--","9991140.00","--","--","--","9991140.00","--","0.00","0.00","61.67"
"114/01/03","113","3","1727","中華化","1041846.00","1886998.00","2928844.00","683379.00","210834.00","894213.00","1244326.00","--","351132.00","439173.00","0.00","--","2034631.00","--","--","0.00","2034631.00","--","0.00","0.00","16.42"
"114/01/03","113","3","1730","花仙子","1784391.00","700780.00","2485171.00","450135.00","20162.00","470297.00","632339.00","--","234657.00","1032246.00","-6986.00","--","1892256.00","--","--","122618.00","2014874.00","--","0.00","0.00","29.92"
"114/01/03","113","3","1731","美吾華","1076413.00","2005605.00","3082018.00","446900.00","563842.00","1010742.00","1329152.00","--","192425.00","599915.00","-50216.00","--","2071276.00","--","--","--","2071276.00","--","0.00","0.00","15.58"
"114/01/03","113","3","1732","毛寶","396099.00","239180.00","635279.00","114893.00","28518.00","143411.00","424439.00","--","2704.00","68869.00","-4144.00","--","491868.00","--","--","--","491868.00","0.00","0.00","0.00","11.59"
"114/01/03","113","3","1733","五鼎","1559402.00","775879.00","2335281.00","439648.00","117972.00","557620.00","999502.00","--","68368.00","698432.00","10741.00","--","1777043.00","--","--","618.00","1777661.00","--","0.00","0.00","17.78"
"114/01/03","113","3","1734","杏輝","2589095.00","3674159.00","6263254.00","1140642.00","1653196.00","2793838.00","1811398.00","--","924140.00","555188.00","-110212.00","--","3180514.00","--","--","288902.00","3469416.00","--","0.00","0.00","17.56"
